Age,Gender,Exercise Level,Sleep Hours,Work Hours per Week,Stress Score
23,Male,High,9.8,52.6,31.82
53,Female,Low,9.3,39.7,38.86
45,Female,Medium,4.3,56.2,79.53
55,Female,Low,6.7,79.4,73.9
35,Male,High,7.3,55.9,48.78
37,Female,High,9.6,68.3,53.63
51,Male,Low,6.0,27.5,48.09
22,Female,High,5.7,77.7,63.09
60,Male,Low,4.6,54.8,79.38
49,Male,Low,6.6,68.0,83.82
27,Female,Low,7.4,30.8,40.94
48,Male,High,8.8,48.6,34.93
21,Female,Medium,9.6,55.9,45.79
29,Female,Medium,9.9,77.9,47.99
19,Female,Medium,7.1,27.5,44.22
25,Female,Medium,4.5,50.7,69.93
63,Male,Medium,6.3,26.4,44.73
60,Female,Low,7.5,63.2,71.36
47,Male,Medium,5.2,45.0,62.94
23,Female,Medium,6.6,43.2,51.59
23,Male,Low,7.8,36.5,55.35
24,Female,Medium,9.2,68.9,46.07
53,Male,High,6.4,30.8,38.75
45,Male,High,6.6,64.0,58.21
51,Female,High,6.6,31.6,31.77
57,Female,Low,8.6,32.4,41.34
52,Female,Medium,4.0,76.2,76.34
34,Female,High,7.1,47.6,48.23
35,Female,High,8.5,49.0,36.03
57,Female,Medium,5.9,45.3,50.84
36,Female,High,8.6,65.9,49.6
53,Male,Medium,9.1,49.0,40.02
54,Female,High,9.6,58.9,35.96
25,Female,High,7.2,25.9,33.52
44,Male,High,4.2,44.2,63.31
30,Female,Medium,5.9,25.6,40.49
36,Female,High,6.7,23.0,37.47
19,Female,Medium,5.9,68.7,72.99
37,Male,Low,8.6,28.2,42.54
64,Female,Medium,5.5,74.5,67.99
29,Female,Medium,7.2,60.6,58.72
60,Male,High,5.9,78.1,74.27
35,Male,Medium,8.1,74.2,71.47
32,Male,High,5.2,56.1,49.06
61,Male,Low,8.5,69.7,70.86
36,Female,Medium,7.2,76.1,76.98
51,Male,High,9.3,22.4,22.96
62,Female,Low,5.4,34.4,54.51
31,Female,Medium,6.4,47.3,55.1
56,Male,Low,4.2,31.2,70.67
24,Male,Low,6.3,40.8,63.87
29,Female,Low,5.5,68.4,75.17
19,Male,High,4.1,22.2,48.08
44,Male,Low,7.3,69.0,84.42
26,Male,High,7.0,22.4,35.35
50,Female,High,8.0,37.1,39.32
58,Male,High,9.0,35.9,26.37
54,Male,Low,8.7,43.7,52.64
42,Male,Low,8.8,28.1,45.04
22,Male,Low,9.6,49.0,46.88
33,Male,Medium,5.5,74.0,78.65
33,Male,Medium,5.7,46.2,56.91
64,Male,High,4.2,49.9,53.86
52,Male,Low,4.1,21.2,67.85
59,Male,Low,4.3,75.3,96.48
43,Male,High,6.0,65.9,63.63
19,Female,High,4.1,59.2,65.24
32,Female,Low,10.0,48.9,49.13
18,Male,High,6.1,55.5,56.4
35,Male,Medium,5.7,78.1,77.75
31,Female,High,7.7,35.7,24.83
58,Female,Medium,9.3,45.0,41.64
20,Female,High,5.1,51.0,59.89
21,Male,Low,4.1,62.1,76.02
62,Male,Medium,9.3,44.6,37.68
33,Female,Low,6.9,30.3,53.71
43,Female,Medium,7.2,65.8,58.01
60,Male,Low,7.8,60.1,58.65
20,Male,Low,6.8,54.3,56.6
52,Male,Medium,7.0,24.6,34.43
36,Male,High,5.7,69.2,69.65
36,Male,Medium,6.8,38.9,53.45
51,Female,Medium,9.2,50.0,40.56
49,Male,Low,9.2,47.5,51.45
41,Male,Low,8.9,40.8,57.51
36,Female,Medium,9.8,59.2,48.28
53,Female,Low,5.4,44.6,71.81
46,Female,Medium,6.9,48.3,51.97
42,Male,Medium,7.6,53.6,56.23
18,Male,High,9.3,35.8,19.2
32,Female,Medium,9.7,42.1,26.66
27,Female,Medium,9.5,37.6,30.67
48,Male,High,6.3,67.7,63.62
40,Female,Low,7.1,28.8,56.67
28,Male,Low,4.6,20.7,56.14
32,Female,Low,4.8,38.1,70.95
41,Male,Low,7.3,54.2,66.03
60,Female,Low,6.7,22.8,49.04
48,Female,Low,7.7,72.1,79.6
32,Female,Medium,9.4,27.2,25.54
44,Male,Medium,4.3,48.8,70.69
18,Female,Low,6.6,70.0,80.83
28,Female,High,7.3,23.0,18.9
38,Male,Low,5.5,31.4,66.69
30,Female,High,4.5,31.5,43.5
31,Female,High,9.4,27.6,12.52
24,Female,Medium,9.3,38.1,25.81
18,Male,High,8.0,23.0,16.67
45,Male,Low,5.2,50.2,77.13
25,Male,High,7.3,40.5,43.68
23,Male,Low,7.0,29.6,56.49
36,Female,High,6.2,58.4,53.52
63,Female,Low,9.3,22.4,41.41
20,Male,Low,6.9,44.1,52.11
59,Male,Low,5.8,41.8,56.65
33,Female,Medium,6.7,76.9,63.87
34,Female,Low,6.4,32.5,58.21
39,Female,Low,8.4,31.3,50.65
49,Female,Low,5.1,23.4,54.61
38,Female,High,9.5,31.7,34.54
28,Female,Medium,8.2,49.4,44.51
47,Male,Low,7.7,60.5,74.49
44,Male,Medium,4.3,49.8,71.82
43,Male,High,9.9,76.7,46.71
45,Male,High,9.1,48.8,37.29
26,Male,High,5.1,74.1,69.65
61,Female,High,6.5,37.9,36.97
41,Male,Medium,6.4,55.3,56.95
62,Female,Medium,9.9,53.7,43.03
28,Male,Low,9.4,21.5,29.58
24,Female,High,4.1,68.6,69.2
45,Male,High,8.9,27.7,20.42
60,Male,Low,4.4,61.4,83.36
22,Male,High,8.0,78.2,49.7
34,Male,Medium,6.6,41.3,47.7
36,Male,Medium,9.2,37.9,34.63
49,Female,High,8.1,43.4,39.61
21,Male,Low,8.4,23.3,44.11
40,Female,Low,6.8,31.6,53.33
61,Male,High,7.1,71.6,49.6
53,Male,Low,7.8,24.5,37.6
44,Male,Medium,8.6,70.5,65.49
21,Male,Low,4.7,52.2,72.28
52,Female,High,9.2,79.9,53.55
18,Female,Low,5.9,79.8,88.78
31,Female,Low,6.3,70.2,78.19
55,Male,Low,5.7,40.2,59.96
48,Male,Medium,8.2,71.2,58.16
58,Male,Low,6.7,40.6,52.81
45,Male,High,8.3,35.0,41.29
22,Female,High,9.3,76.0,52.89
62,Male,High,7.4,71.7,49.31
24,Male,Low,9.2,77.2,63.81
21,Female,Low,4.8,27.8,59.7
43,Male,High,6.0,56.4,66.31
37,Female,Low,7.0,77.7,88.15
35,Female,High,5.7,34.4,52.41
20,Female,High,8.3,59.5,49.73
31,Male,High,8.3,36.4,34.43
19,Male,High,6.3,70.2,53.11
50,Female,Low,8.7,41.1,52.09
26,Male,Low,9.2,66.3,57.45
58,Female,Low,4.3,66.8,81.92
47,Female,High,4.6,54.4,64.9
25,Male,High,5.5,60.5,57.67
21,Female,Medium,8.9,21.7,26.45
24,Male,High,7.0,73.6,64.0
49,Male,Medium,8.4,25.6,43.52
31,Male,Medium,5.8,44.7,49.06
45,Male,High,9.5,62.3,47.94
38,Female,Low,8.1,62.3,69.25
62,Female,Medium,8.9,56.5,45.66
58,Male,Low,8.3,73.7,63.45
36,Female,Low,6.2,33.9,65.62
57,Male,Medium,8.7,38.8,43.97
56,Female,High,7.7,40.2,31.41
60,Male,High,9.3,70.4,45.34
33,Female,Low,5.9,64.7,81.98
42,Male,Low,4.6,63.8,85.32
39,Female,Low,6.6,74.1,87.34
53,Male,Low,7.2,73.2,80.61
20,Male,High,6.0,57.4,45.92
27,Male,Low,6.0,46.3,59.56
39,Female,Low,7.1,32.0,53.68
19,Female,Medium,4.9,24.4,51.14
18,Male,Low,8.0,48.6,56.89
24,Male,High,8.7,50.0,32.9
42,Male,Low,8.2,72.3,72.18
30,Female,Low,5.9,78.5,90.21
53,Female,Medium,8.5,77.9,54.46
40,Female,High,5.0,54.8,64.0
20,Male,Medium,8.6,64.8,48.1
55,Female,Low,7.4,64.3,63.02
20,Female,High,9.6,60.7,35.29
43,Female,Low,5.7,79.8,95.58
44,Male,Medium,8.2,67.7,59.45
21,Female,High,4.1,25.5,40.97
63,Female,Medium,4.4,77.2,76.8
43,Female,Low,7.8,23.3,46.24
18,Female,Medium,7.4,75.7,56.36
28,Male,High,6.8,68.4,50.22
28,Female,Low,8.9,25.3,38.9
38,Female,High,8.4,54.8,41.09
61,Male,Medium,8.8,79.4,58.5
19,Male,Low,5.8,59.7,66.64
26,Female,Low,9.3,51.2,50.54
63,Female,Low,9.3,73.5,59.91
32,Female,Low,6.3,62.8,73.77
34,Female,Medium,6.3,26.2,43.77
46,Female,Low,5.8,75.4,84.05
27,Male,Low,8.8,73.8,65.6
19,Female,Low,7.8,37.2,45.58
40,Male,Medium,9.5,21.5,29.43
36,Male,Low,6.6,59.1,78.6
52,Female,Medium,9.1,60.9,43.14
50,Female,High,4.7,79.2,75.87
29,Male,Low,9.9,34.9,37.05
44,Male,Medium,5.3,23.4,43.94
50,Male,High,7.1,35.2,48.44
60,Male,High,6.1,42.9,44.3
59,Female,Low,9.1,75.8,61.84
61,Male,Low,6.4,27.5,57.25
55,Male,High,8.0,32.4,36.9
34,Female,Medium,6.5,34.2,47.63
60,Female,High,9.1,33.7,31.59
35,Male,Low,4.1,38.2,78.37
32,Female,High,7.0,45.3,39.44
30,Female,Low,9.3,44.6,42.51
59,Male,Low,5.9,78.4,79.67
35,Female,High,5.8,56.0,64.48
24,Male,High,7.7,72.3,45.42
39,Female,Low,4.3,23.2,64.86
34,Female,High,4.6,69.4,62.01
60,Female,High,6.9,54.3,53.75
44,Male,High,6.6,49.4,57.51
55,Male,High,6.5,44.5,42.01
36,Male,High,8.8,22.6,33.32
41,Female,Low,8.9,25.3,48.62
55,Male,High,6.6,60.8,55.57
26,Male,Medium,4.7,26.8,46.92
50,Male,High,5.1,24.8,52.48
53,Male,Low,4.6,57.7,72.35
37,Female,Low,5.9,78.6,82.08
50,Male,High,7.1,55.1,50.94
33,Female,High,7.4,58.9,42.13
34,Male,Low,7.7,63.7,71.67
46,Female,High,4.4,56.2,60.12
20,Female,High,9.5,72.8,52.38
60,Female,Medium,9.3,38.9,28.72
21,Female,Low,4.8,21.6,58.07
46,Female,High,9.4,79.0,57.73
47,Male,High,4.2,74.9,76.58
26,Male,Low,8.4,62.6,56.08
46,Male,High,6.7,38.6,45.15
30,Male,Low,6.7,67.5,77.55
58,Female,Medium,9.5,56.5,44.86
19,Female,High,5.3,47.3,57.19
37,Male,Medium,5.8,40.7,65.84
40,Female,Low,4.6,60.4,78.72
31,Female,Low,7.8,33.3,49.48
25,Female,Medium,7.7,47.4,51.75
27,Male,High,6.0,55.3,50.8
63,Female,Low,4.1,66.6,92.01
28,Female,Medium,6.3,67.6,70.43
38,Female,High,5.6,71.3,67.33
29,Male,Low,6.7,76.5,83.47
50,Female,Low,8.2,21.9,50.79
36,Male,Low,9.8,61.6,65.27
18,Male,Medium,5.1,58.6,62.25
56,Male,Medium,6.4,76.3,65.38
19,Male,High,6.0,46.9,47.85
51,Male,Medium,8.3,24.2,28.26
58,Female,Medium,7.7,55.1,50.11
46,Male,High,6.2,66.7,68.2
26,Female,High,9.7,63.8,30.85
21,Female,Medium,6.2,33.8,45.86
43,Male,Low,9.5,44.6,55.89
18,Female,High,8.8,65.8,41.66
60,Female,High,9.8,45.7,24.27
43,Male,Medium,7.0,38.3,58.27
34,Female,Medium,6.0,64.4,60.98
36,Female,Medium,7.2,37.4,51.32
28,Male,Low,4.2,40.3,62.7
43,Male,Low,4.2,51.2,83.31
55,Male,Medium,6.2,60.9,55.66
21,Male,Low,8.1,44.2,57.42
59,Male,High,4.2,53.1,64.54
23,Male,High,9.5,39.3,20.64
21,Female,High,9.7,67.7,35.44
27,Female,Medium,6.4,67.0,70.75
51,Male,High,8.3,76.3,47.62
48,Male,Medium,6.6,31.7,53.79
35,Female,High,5.8,58.3,57.99
25,Male,High,4.8,23.4,44.84
60,Male,Low,10.0,37.3,34.62
24,Male,Low,6.0,39.8,51.83
23,Male,Medium,6.0,32.4,43.25
33,Female,Low,5.7,54.6,62.57
23,Male,High,9.6,26.7,15.46
43,Female,Low,4.8,23.5,60.12
27,Female,High,8.6,21.0,19.66
34,Female,Medium,7.4,38.8,38.8
59,Male,Medium,8.8,29.8,27.57
32,Male,Medium,7.3,41.6,38.06
39,Male,Medium,4.0,38.8,66.26
46,Female,Medium,6.7,35.2,57.13
21,Female,Medium,4.0,39.7,61.89
19,Male,Medium,6.0,60.2,56.9
54,Male,High,6.3,67.5,63.81
47,Female,Medium,7.7,44.8,56.52
57,Male,High,7.7,67.6,45.73
48,Male,Medium,9.4,22.1,26.29
27,Male,Low,7.7,61.8,61.5
31,Male,High,4.8,73.1,70.37
27,Male,High,4.8,56.5,52.94
41,Male,High,9.2,39.8,34.73
28,Male,Low,4.1,24.5,60.24
27,Female,Medium,8.7,25.6,28.06
29,Female,High,9.7,61.9,32.08
62,Male,Medium,5.6,62.5,62.47
29,Male,Medium,5.1,40.3,53.16
20,Male,Medium,9.9,58.4,46.58
20,Female,High,6.3,24.7,27.06
44,Female,High,5.1,40.5,55.1
54,Female,Low,9.0,27.6,46.1
53,Female,High,4.7,30.6,44.73
62,Female,Medium,6.4,37.1,42.73
34,Female,Low,8.7,69.3,64.07
44,Female,High,4.1,72.8,71.14
23,Female,High,4.6,46.2,60.73
26,Female,Low,5.2,39.0,59.7
46,Female,High,5.0,68.8,65.81
33,Female,Low,7.1,65.8,68.37
45,Male,Medium,6.7,23.8,43.35
48,Female,Low,8.5,54.8,61.23
59,Male,High,7.0,29.6,31.07
30,Male,High,4.4,69.8,69.04
39,Female,Low,7.6,25.4,52.0
23,Female,High,8.5,30.5,17.79
53,Female,High,5.7,68.4,60.86
59,Male,Low,9.1,41.4,52.4
23,Male,Low,5.4,50.6,66.67
18,Female,High,10.0,66.3,42.3
43,Female,High,8.7,54.2,48.88
20,Female,Low,6.8,57.8,72.39
23,Male,Medium,5.9,27.0,50.59
49,Female,Low,4.2,62.8,81.78
42,Female,Medium,5.2,40.0,64.57
37,Male,High,5.6,32.4,49.6
42,Female,Low,7.5,35.7,64.28
31,Male,Medium,8.0,26.9,34.94
30,Male,High,7.9,42.9,42.39
25,Male,High,8.1,65.5,47.52
31,Male,Low,5.5,46.2,66.03
33,Male,Medium,4.6,21.4,38.81
37,Male,High,8.2,25.1,32.24
56,Male,Low,4.0,34.9,75.43
32,Female,Low,4.2,28.2,65.94
58,Female,Medium,5.1,68.6,67.08
57,Male,Low,9.2,37.3,41.37
41,Male,Low,5.0,39.0,69.75
32,Male,Medium,9.6,59.9,46.52
23,Male,Low,7.6,75.0,68.78
38,Male,Medium,6.7,71.4,64.21
61,Female,Low,9.7,75.4,62.95
22,Male,High,6.9,67.6,56.69
24,Female,Medium,4.1,46.6,67.37
48,Male,Low,9.5,21.1,39.26
58,Male,Low,4.9,30.6,58.18
37,Female,Low,7.5,60.5,75.89
60,Female,High,6.0,69.0,66.34
40,Female,Low,4.6,74.9,87.6
38,Male,Medium,10.0,53.8,42.63
21,Male,High,9.0,30.2,28.48
60,Male,High,4.5,49.3,54.73
58,Female,Low,6.3,37.2,54.7
20,Female,Low,5.6,39.7,64.02
26,Female,Medium,5.0,38.8,47.88
48,Male,Low,6.8,72.4,85.67
22,Male,High,5.9,28.7,40.57
41,Male,Low,8.4,52.6,62.26
26,Male,Medium,6.4,20.1,35.92
43,Male,Medium,4.9,47.1,64.69
32,Male,Low,6.9,29.3,46.69
40,Male,Low,10.0,26.4,34.65
25,Female,Medium,4.6,20.9,40.17
18,Female,High,7.5,79.2,60.22
51,Female,Low,6.1,35.6,57.61
64,Female,Medium,9.4,52.6,49.81
52,Male,High,9.7,50.3,38.45
43,Male,Low,6.5,52.8,72.44
51,Female,Low,9.6,55.3,51.31
38,Male,High,9.8,50.0,30.46
42,Male,High,6.4,77.2,69.28
36,Female,High,4.2,49.9,65.23
27,Male,Medium,5.0,59.2,58.14
36,Female,Medium,4.8,49.9,63.77
24,Male,High,4.9,62.6,62.08
54,Male,Low,8.8,30.6,43.62
45,Male,Medium,4.5,33.4,55.2
61,Female,Low,5.6,20.7,52.81
34,Female,High,4.4,74.8,69.73
34,Female,Low,9.0,39.4,40.25
39,Female,Low,9.4,71.8,70.83
60,Female,Low,8.8,37.4,48.58
52,Female,High,9.1,51.5,39.1
54,Female,Low,8.9,61.0,62.4
61,Male,Medium,9.2,63.5,47.84
41,Female,Medium,5.7,30.6,56.53
25,Female,Low,9.9,43.5,35.51
25,Male,Low,5.7,29.6,51.5
32,Female,Low,7.1,50.3,54.56
20,Male,High,9.6,62.5,41.8
34,Female,High,6.2,32.8,35.79
42,Female,High,4.1,60.3,71.28
43,Male,Medium,4.4,21.6,49.99
26,Male,High,5.5,35.8,43.47
29,Female,High,8.2,40.3,25.5
63,Female,Medium,6.0,28.6,50.56
43,Male,Low,6.6,47.1,60.01
59,Male,High,4.5,60.1,70.09
34,Female,Medium,7.8,41.4,38.82
19,Female,High,6.9,29.5,36.24
61,Female,Medium,6.9,79.5,73.28
41,Female,Medium,5.3,51.3,61.19
33,Male,High,6.4,70.7,56.08
50,Male,Low,8.6,38.8,52.56
56,Male,Medium,5.8,78.1,78.08
55,Female,High,6.3,52.1,55.61
29,Female,High,4.0,66.8,70.72
30,Male,Medium,8.7,41.1,33.61
53,Female,Low,9.3,21.1,38.1
36,Female,Medium,10.0,59.2,41.05
39,Male,High,4.9,75.2,74.94
25,Male,Low,4.4,54.5,78.12
24,Male,Medium,9.0,67.0,55.56
28,Female,Low,6.5,53.9,67.64
40,Female,High,8.3,33.5,27.93
56,Male,Medium,4.7,25.7,47.27
48,Male,Low,8.9,76.0,80.15
50,Female,High,8.9,61.4,51.42
61,Male,High,6.4,31.1,35.81
44,Male,High,7.6,50.2,40.47
50,Male,Low,9.7,41.9,56.08
21,Female,Medium,7.6,57.6,53.94
25,Female,Low,4.9,45.7,63.68
31,Female,Medium,4.1,69.8,70.79
49,Female,Low,8.4,26.6,52.61
54,Male,Low,4.9,55.7,77.57
23,Male,High,6.1,26.5,32.82
56,Female,Medium,8.0,56.6,53.6
57,Female,Low,8.1,42.0,56.32
53,Female,Low,9.2,75.8,63.47
39,Male,High,9.9,53.4,34.33
46,Male,Medium,7.4,40.4,47.09
59,Female,Low,5.3,40.5,70.06
32,Male,High,6.7,20.7,28.8
38,Male,High,5.1,45.5,58.08
21,Male,High,5.6,24.8,34.41
58,Female,Medium,8.1,42.4,38.62
26,Male,Medium,7.3,20.7,34.94
31,Male,Medium,7.1,47.5,50.95
21,Male,High,7.1,29.9,38.98
30,Female,Medium,4.3,22.5,44.04
32,Female,Medium,6.0,38.1,49.57
22,Male,Low,5.7,42.0,55.59
50,Male,Low,4.5,66.2,91.13
47,Female,High,8.0,36.4,43.72
40,Female,High,7.1,42.9,46.87
55,Female,High,4.8,22.5,37.2
43,Female,High,9.0,47.3,42.41
33,Female,Low,8.2,58.0,66.88
47,Female,Low,9.9,35.4,44.01
20,Female,Medium,7.1,45.9,55.48
25,Female,High,4.7,70.4,75.0
32,Male,Low,9.2,33.7,35.74
40,Male,High,9.7,68.7,51.96
33,Female,High,8.9,36.6,32.81
26,Male,Medium,5.6,50.9,51.73
41,Male,Medium,8.7,65.8,61.75
30,Male,Medium,6.8,39.8,49.56
62,Male,Low,6.4,78.8,77.94
38,Female,Medium,4.6,56.1,78.97
38,Male,Low,4.5,76.2,93.24
23,Female,High,5.9,63.0,50.5
19,Female,Low,8.8,46.0,49.05
46,Female,High,5.4,22.5,44.28
41,Female,High,7.9,53.0,43.96
47,Female,Low,9.3,77.7,78.51
28,Female,High,8.1,76.3,49.19
21,Male,High,8.1,35.1,30.84
60,Female,High,5.9,48.9,52.04
27,Female,Medium,9.8,50.7,40.79
20,Female,High,7.0,23.8,33.31
56,Male,Medium,7.0,28.1,39.74
62,Female,High,7.9,32.6,27.77
54,Female,Low,4.6,76.0,86.76
34,Female,High,8.9,71.2,41.03
18,Male,Low,5.6,46.3,57.85
60,Male,Low,7.6,52.8,62.52
25,Male,High,6.6,44.5,36.22
34,Female,Medium,6.8,79.5,64.56
58,Male,Low,8.9,74.2,59.46
27,Female,Low,9.0,25.6,39.97
20,Female,Low,6.5,72.6,70.31
31,Male,Low,4.5,50.1,76.25
36,Male,Medium,9.5,76.5,53.73
52,Male,High,6.0,52.2,58.48
57,Female,Low,7.8,52.0,57.89
30,Female,Medium,6.7,50.1,52.34
29,Male,Low,4.7,25.9,61.96
40,Female,High,8.4,42.0,31.12
28,Female,High,8.1,40.1,35.14
52,Male,Medium,4.8,34.2,53.29
63,Male,Low,7.2,70.0,71.54
40,Male,High,5.8,66.2,63.09
37,Female,High,9.9,35.8,23.58
46,Male,High,8.1,58.0,54.51
36,Male,Low,9.7,39.1,42.93
25,Male,High,8.0,42.9,37.94
58,Female,Low,4.1,24.8,60.77
55,Male,Medium,4.5,70.8,80.69
31,Female,Medium,7.8,67.7,64.54
35,Male,Low,6.7,60.1,77.13
23,Female,High,9.7,25.9,12.39
48,Male,High,6.0,23.8,34.9
43,Female,Medium,5.0,41.1,58.59
55,Female,High,7.3,74.3,59.63
60,Female,High,6.2,58.9,58.21
35,Male,Medium,7.0,79.4,74.05
34,Female,Medium,9.1,30.7,35.4
32,Male,High,8.6,46.5,36.93
54,Male,Low,7.8,78.6,72.15
63,Male,Low,9.3,48.3,48.12
60,Male,Low,5.9,43.8,62.63
28,Female,High,8.9,37.7,29.97
26,Female,High,5.0,71.3,69.01
44,Male,High,7.3,62.6,49.23
36,Female,High,8.9,34.7,34.16
45,Female,High,5.2,23.0,49.98
25,Male,Medium,7.4,59.2,60.73
62,Female,High,4.1,38.0,54.42
18,Male,Medium,4.3,72.7,82.36
62,Female,Medium,7.3,76.9,74.72
40,Male,High,7.8,37.2,43.24
21,Female,High,4.1,61.2,61.07
45,Male,Low,5.9,20.8,49.61
38,Female,Low,7.6,25.2,53.37
37,Male,Low,4.7,48.1,71.2
20,Female,Medium,7.2,51.0,57.07
24,Female,High,6.3,79.1,56.67
38,Female,Medium,4.4,36.4,69.58
60,Male,Low,5.7,37.8,58.43
54,Female,Medium,4.9,47.4,59.68
31,Female,High,9.8,20.9,13.96
49,Female,Medium,5.9,39.1,55.64
57,Female,Medium,6.6,41.3,42.45
27,Male,High,9.2,59.8,35.54
59,Female,Low,6.7,46.8,61.51
26,Female,High,8.3,36.9,34.6
33,Female,Low,8.1,73.0,63.55
55,Male,Low,9.9,72.8,57.92
62,Female,High,8.0,29.6,20.6
52,Female,High,4.5,20.2,39.55
57,Female,High,5.8,62.6,53.69
45,Male,Medium,6.8,49.7,57.25
56,Female,Low,7.7,25.7,52.07
63,Female,Low,6.3,47.8,58.31
18,Female,High,5.0,52.7,55.77
35,Male,Low,7.7,31.3,52.41
51,Male,Medium,6.4,39.3,51.18
56,Female,High,5.7,41.8,46.61
61,Female,Medium,9.9,76.9,46.8
62,Male,High,5.4,21.3,38.63
31,Male,Low,4.2,55.6,72.73
49,Male,High,8.7,29.6,22.69
22,Male,High,4.2,48.2,63.73
64,Male,High,6.0,38.6,50.63
22,Male,Low,4.6,50.3,75.61
38,Female,High,9.0,54.9,39.2
47,Female,High,6.0,57.2,65.78
57,Male,High,5.9,72.3,58.67
18,Male,Medium,6.0,63.1,66.9
27,Male,Medium,9.7,44.3,31.0
60,Male,Low,9.7,68.3,54.72
21,Female,Low,7.1,27.7,50.99
34,Female,Low,4.9,74.9,78.45
27,Female,High,6.4,21.2,34.08
51,Male,Low,6.1,69.7,70.59
56,Female,Low,6.8,44.3,59.31
44,Male,Medium,9.2,61.3,60.29
41,Male,Low,5.7,48.3,79.81
54,Male,High,8.8,45.6,29.6
21,Male,High,9.1,61.3,36.51
62,Male,Medium,5.2,76.2,69.1
36,Female,Medium,8.8,31.6,40.7
19,Female,High,6.3,60.3,57.76
46,Male,Low,5.2,37.2,63.63
63,Female,Medium,8.2,75.3,59.26
56,Female,High,8.9,53.6,34.17
20,Male,Medium,4.7,23.4,45.02
50,Female,Medium,8.7,47.3,50.63
30,Male,Medium,6.5,45.5,44.4
61,Female,High,7.0,39.7,39.42
34,Female,Low,9.5,21.2,38.69
43,Female,Medium,5.5,20.6,44.06
52,Female,High,6.4,70.8,59.66
20,Male,High,7.2,68.5,57.85
28,Male,Low,7.0,78.0,83.81
63,Female,Low,4.8,33.1,65.76
57,Female,Low,6.9,21.0,49.98
24,Female,Low,8.3,66.2,62.8
22,Female,Medium,5.0,40.2,55.78
43,Female,High,8.5,48.2,46.52
23,Male,Medium,8.4,50.6,46.01
20,Female,High,4.1,22.0,47.5
42,Male,High,8.1,67.5,52.01
30,Male,High,9.0,58.8,35.88
61,Male,Medium,5.6,34.6,58.28
33,Male,Low,9.6,20.1,33.5
58,Male,Medium,6.1,69.2,60.77
37,Male,High,6.9,69.4,58.83
36,Male,High,7.1,35.4,34.11
53,Male,Low,6.4,61.7,79.57
45,Female,Low,4.5,32.7,69.75
34,Male,Low,8.6,55.1,48.18
26,Female,Medium,9.2,76.0,51.86
52,Female,Low,8.7,32.0,37.55
31,Male,Low,8.7,64.3,62.17
21,Female,High,5.6,59.7,48.87
49,Male,Medium,9.3,65.9,47.79
43,Female,Medium,6.1,58.2,70.7
33,Male,High,9.9,72.9,43.67
33,Male,Medium,6.5,73.7,61.66
59,Female,Low,4.3,29.3,68.56
58,Female,High,8.7,44.5,38.86
29,Female,Low,8.9,25.1,38.48
45,Male,Low,9.8,23.3,38.95
64,Male,Medium,9.2,49.0,38.21
23,Male,Low,6.2,53.6,69.24
43,Female,High,4.0,45.7,57.98
30,Male,High,5.7,51.0,46.72
49,Female,Medium,5.6,49.8,63.22
28,Male,Medium,7.4,69.3,60.55
39,Male,High,8.0,73.5,63.86
40,Female,Low,5.2,79.4,98.49
35,Female,Low,8.3,60.8,72.56
30,Male,Low,6.2,28.9,52.95
49,Female,High,9.1,20.0,17.36
37,Female,High,9.4,25.8,25.85
51,Female,Medium,9.7,42.0,40.94
49,Male,Low,4.1,51.3,84.84
44,Male,Medium,10.0,70.1,60.54
61,Male,Low,9.9,73.9,69.23
40,Male,Medium,6.8,60.6,70.51
62,Female,Low,5.2,24.8,62.22
30,Female,High,6.6,28.1,39.51
19,Male,High,9.6,51.8,29.37
59,Female,High,8.5,65.4,49.9
36,Male,Medium,7.4,49.1,55.63
55,Female,Low,8.3,26.6,46.37
22,Female,High,7.4,69.9,59.99
58,Male,High,5.1,49.1,59.68
48,Male,High,4.7,54.8,67.2
56,Male,High,7.6,33.2,32.12
64,Female,Medium,4.5,55.0,75.2
64,Male,Medium,4.7,71.5,82.64
54,Male,High,6.2,40.0,38.26
31,Male,High,9.6,39.0,31.13
36,Female,Low,9.3,63.7,70.78
51,Male,High,4.1,20.4,38.66
38,Female,Medium,7.6,65.0,70.08
25,Male,Medium,4.2,62.1,68.02
29,Male,High,8.0,20.3,28.78
19,Male,Low,9.8,32.5,33.48
37,Female,Low,4.6,75.3,88.53
20,Female,Medium,7.7,48.2,39.6
52,Male,High,9.9,68.6,41.15
22,Male,Low,7.1,28.2,44.89
51,Male,Low,7.2,63.7,63.31
25,Male,High,6.7,34.6,41.97
37,Female,High,9.4,76.2,58.87
23,Female,Medium,4.8,51.4,64.57
24,Male,High,9.9,55.3,33.15
32,Female,High,8.6,45.0,24.83
34,Female,High,4.6,59.0,57.52
49,Female,Low,9.9,77.9,68.09
34,Male,Low,5.6,51.9,70.27
25,Male,High,6.0,62.2,51.04
40,Male,High,5.9,30.1,40.48
36,Female,High,4.1,57.5,65.19
35,Female,Medium,9.5,77.5,53.22
19,Male,High,7.9,20.9,28.01
19,Female,Medium,7.9,46.1,39.05
58,Male,Low,4.2,20.9,53.23
37,Female,High,7.3,21.9,32.02
22,Female,Low,7.7,66.8,71.09
44,Female,Low,9.1,48.8,51.3
55,Female,Low,5.5,42.0,64.04
26,Male,High,7.3,57.0,45.55
39,Male,High,8.0,44.3,41.06
